study_accession	secondary_study_accession	sample_accession	experiment_accession	run_accession	submission_accession	tax_id	scientific_name	study_alias	run_alias	fastq_ftp	fastq_aspera	submitted_ftp	sra_ftp
PRJEB9853	ERP011001	SAMEA3872098	ERX1335072	ERR1263465	ERA563763	749906	gut metagenome	ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-10-07-2015-17:54:37:257-388	ena-RUN-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-14-02-2016-19:15:21:933-273	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/005/ERR1263465/ERR1263465_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/005/ERR1263465/ERR1263465_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR126/005/ERR1263465/ERR1263465_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR126/005/ERR1263465/ERR1263465_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR1263465/B7.14.10.03_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR1263465/B7.14.10.03_run1_R2.fastq.gz	
PRJEB9853	ERP011001	SAMEA3872267	ERX1335073	ERR1263466	ERA563763	749906	gut metagenome	ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-10-07-2015-17:54:37:257-388	ena-RUN-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-14-02-2016-19:15:21:933-274	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/006/ERR1263466/ERR1263466_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/006/ERR1263466/ERR1263466_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR126/006/ERR1263466/ERR1263466_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR126/006/ERR1263466/ERR1263466_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR1263466/B7.14.10.06_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR1263466/B7.14.10.06_run1_R2.fastq.gz	
PRJEB9853	ERP011001	SAMEA3872427	ERX1335074	ERR1263467	ERA563763	749906	gut metagenome	ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-10-07-2015-17:54:37:257-388	ena-RUN-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-14-02-2016-19:15:21:933-275	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/007/ERR1263467/ERR1263467_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/007/ERR1263467/ERR1263467_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR126/007/ERR1263467/ERR1263467_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR126/007/ERR1263467/ERR1263467_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR1263467/B7.14.10.13_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR1263467/B7.14.10.13_run1_R2.fastq.gz	
PRJEB9853	ERP011001	SAMEA3872610	ERX1335075	ERR1263468	ERA563763	749906	gut metagenome	ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-10-07-2015-17:54:37:257-388	ena-RUN-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-14-02-2016-19:15:21:933-276	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/008/ERR1263468/ERR1263468_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/008/ERR1263468/ERR1263468_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR126/008/ERR1263468/ERR1263468_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR126/008/ERR1263468/ERR1263468_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR1263468/B7.14.10.21_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR1263468/B7.14.10.21_run1_R2.fastq.gz	
PRJEB9853	ERP011001	SAMEA3872099	ERX1335076	ERR1263469	ERA563763	749906	gut metagenome	ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-10-07-2015-17:54:37:257-388	ena-RUN-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-14-02-2016-19:15:21:933-277	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/009/ERR1263469/ERR1263469_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/009/ERR1263469/ERR1263469_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR126/009/ERR1263469/ERR1263469_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR126/009/ERR1263469/ERR1263469_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR1263469/B8.14.10.03_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR1263469/B8.14.10.03_run1_R2.fastq.gz	
PRJEB9853	ERP011001	SAMEA3872268	ERX1335077	ERR1263470	ERA563763	749906	gut metagenome	ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-10-07-2015-17:54:37:257-388	ena-RUN-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-14-02-2016-19:15:21:933-278	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/000/ERR1263470/ERR1263470_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/000/ERR1263470/ERR1263470_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR126/000/ERR1263470/ERR1263470_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR126/000/ERR1263470/ERR1263470_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR1263470/B8.14.10.06_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR1263470/B8.14.10.06_run1_R2.fastq.gz	
PRJEB9853	ERP011001	SAMEA3872428	ERX1335078	ERR1263471	ERA563763	749906	gut metagenome	ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-10-07-2015-17:54:37:257-388	ena-RUN-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-14-02-2016-19:15:21:933-279	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/001/ERR1263471/ERR1263471_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/001/ERR1263471/ERR1263471_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR126/001/ERR1263471/ERR1263471_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR126/001/ERR1263471/ERR1263471_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR1263471/B8.14.10.13_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR1263471/B8.14.10.13_run1_R2.fastq.gz	
PRJEB9853	ERP011001	SAMEA3872611	ERX1335079	ERR1263472	ERA563763	749906	gut metagenome	ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-10-07-2015-17:54:37:257-388	ena-RUN-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-14-02-2016-19:15:21:933-280	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/002/ERR1263472/ERR1263472_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/002/ERR1263472/ERR1263472_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR126/002/ERR1263472/ERR1263472_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR126/002/ERR1263472/ERR1263472_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR1263472/B8.14.10.21_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR1263472/B8.14.10.21_run1_R2.fastq.gz	
PRJEB9853	ERP011001	SAMEA3872296	ERX1335080	ERR1263473	ERA563763	749906	gut metagenome	ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-10-07-2015-17:54:37:257-388	ena-RUN-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-14-02-2016-19:15:21:933-281	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/003/ERR1263473/ERR1263473_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/003/ERR1263473/ERR1263473_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR126/003/ERR1263473/ERR1263473_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR126/003/ERR1263473/ERR1263473_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR1263473/C01.07.07.14_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR1263473/C01.07.07.14_run1_R2.fastq.gz	
PRJEB9853	ERP011001	SAMEA3872456	ERX1335081	ERR1263474	ERA563763	749906	gut metagenome	ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-10-07-2015-17:54:37:257-388	ena-RUN-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-14-02-2016-19:15:21:933-282	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/004/ERR1263474/ERR1263474_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/004/ERR1263474/ERR1263474_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR126/004/ERR1263474/ERR1263474_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR126/004/ERR1263474/ERR1263474_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR1263474/C01.07.14.14_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR1263474/C01.07.14.14_run1_R2.fastq.gz	
PRJEB9853	ERP011001	SAMEA3872595	ERX1335082	ERR1263475	ERA563763	749906	gut metagenome	ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-10-07-2015-17:54:37:257-388	ena-RUN-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-14-02-2016-19:15:21:933-283	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/005/ERR1263475/ERR1263475_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/005/ERR1263475/ERR1263475_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR126/005/ERR1263475/ERR1263475_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR126/005/ERR1263475/ERR1263475_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR1263475/C01.07.21.14_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR1263475/C01.07.21.14_run1_R2.fastq.gz	
PRJEB9853	ERP011001	SAMEA3872158	ERX1335083	ERR1263476	ERA563763	749906	gut metagenome	ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-10-07-2015-17:54:37:257-388	ena-RUN-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-14-02-2016-19:15:21:934-284	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/006/ERR1263476/ERR1263476_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/006/ERR1263476/ERR1263476_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR126/006/ERR1263476/ERR1263476_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR126/006/ERR1263476/ERR1263476_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR1263476/C02.05.03.14_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR1263476/C02.05.03.14_run1_R2.fastq.gz	
PRJEB9853	ERP011001	SAMEA3872173	ERX1335084	ERR1263477	ERA563763	749906	gut metagenome	ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-10-07-2015-17:54:37:257-388	ena-RUN-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-14-02-2016-19:15:21:934-285	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/007/ERR1263477/ERR1263477_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/007/ERR1263477/ERR1263477_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR126/007/ERR1263477/ERR1263477_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR126/007/ERR1263477/ERR1263477_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR1263477/C02.05.05.14_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR1263477/C02.05.05.14_run1_R2.fastq.gz	
PRJEB9853	ERP011001	SAMEA3872651	ERX1335085	ERR1263478	ERA563763	749906	gut metagenome	ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-10-07-2015-17:54:37:257-388	ena-RUN-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-14-02-2016-19:15:21:934-286	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/008/ERR1263478/ERR1263478_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/008/ERR1263478/ERR1263478_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR126/008/ERR1263478/ERR1263478_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR126/008/ERR1263478/ERR1263478_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR1263478/C02.05.26.14_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR1263478/C02.05.26.14_run1_R2.fastq.gz	
PRJEB9853	ERP011001	SAMEA3872054	ERX1335086	ERR1263479	ERA563763	749906	gut metagenome	ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-10-07-2015-17:54:37:257-388	ena-RUN-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-14-02-2016-19:15:21:934-287	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/009/ERR1263479/ERR1263479_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/009/ERR1263479/ERR1263479_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR126/009/ERR1263479/ERR1263479_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR126/009/ERR1263479/ERR1263479_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR1263479/C02.06.02.14_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR1263479/C02.06.02.14_run1_R2.fastq.gz	
PRJEB9853	ERP011001	SAMEA3872188	ERX1335087	ERR1263480	ERA563763	749906	gut metagenome	ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-10-07-2015-17:54:37:257-388	ena-RUN-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-14-02-2016-19:15:21:934-288	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/000/ERR1263480/ERR1263480_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/000/ERR1263480/ERR1263480_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR126/000/ERR1263480/ERR1263480_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR126/000/ERR1263480/ERR1263480_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR1263480/C02.06.05.14_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR1263480/C02.06.05.14_run1_R2.fastq.gz	
PRJEB9853	ERP011001	SAMEA3872356	ERX1335088	ERR1263481	ERA563763	749906	gut metagenome	ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-10-07-2015-17:54:37:257-388	ena-RUN-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-14-02-2016-19:15:21:934-289	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/001/ERR1263481/ERR1263481_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/001/ERR1263481/ERR1263481_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR126/001/ERR1263481/ERR1263481_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR126/001/ERR1263481/ERR1263481_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR1263481/C02.06.12.14_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR1263481/C02.06.12.14_run1_R2.fastq.gz	
PRJEB9853	ERP011001	SAMEA3872535	ERX1335089	ERR1263482	ERA563763	749906	gut metagenome	ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-10-07-2015-17:54:37:257-388	ena-RUN-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-14-02-2016-19:15:21:934-290	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/002/ERR1263482/ERR1263482_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/002/ERR1263482/ERR1263482_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR126/002/ERR1263482/ERR1263482_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR126/002/ERR1263482/ERR1263482_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR1263482/C02.06.19.14_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR1263482/C02.06.19.14_run1_R2.fastq.gz	
PRJEB9853	ERP011001	SAMEA3872676	ERX1335090	ERR1263483	ERA563763	749906	gut metagenome	ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-10-07-2015-17:54:37:257-388	ena-RUN-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-14-02-2016-19:15:21:934-291	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/003/ERR1263483/ERR1263483_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/003/ERR1263483/ERR1263483_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR126/003/ERR1263483/ERR1263483_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR126/003/ERR1263483/ERR1263483_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR1263483/C02.06.26.14_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR1263483/C02.06.26.14_run1_R2.fastq.gz	
PRJEB9853	ERP011001	SAMEA3872078	ERX1335091	ERR1263484	ERA563763	749906	gut metagenome	ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-10-07-2015-17:54:37:257-388	ena-RUN-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-14-02-2016-19:15:21:934-292	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/004/ERR1263484/ERR1263484_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/004/ERR1263484/ERR1263484_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR126/004/ERR1263484/ERR1263484_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR126/004/ERR1263484/ERR1263484_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR1263484/C02.07.03.14_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR1263484/C02.07.03.14_run1_R2.fastq.gz	
PRJEB9853	ERP011001	SAMEA3872297	ERX1335092	ERR1263485	ERA563763	749906	gut metagenome	ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-10-07-2015-17:54:37:257-388	ena-RUN-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-14-02-2016-19:15:21:934-293	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/005/ERR1263485/ERR1263485_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/005/ERR1263485/ERR1263485_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR126/005/ERR1263485/ERR1263485_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR126/005/ERR1263485/ERR1263485_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR1263485/C02.07.07.14_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR1263485/C02.07.07.14_run1_R2.fastq.gz	
PRJEB9853	ERP011001	SAMEA3872457	ERX1335093	ERR1263486	ERA563763	749906	gut metagenome	ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-10-07-2015-17:54:37:257-388	ena-RUN-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-14-02-2016-19:15:21:934-294	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/006/ERR1263486/ERR1263486_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/006/ERR1263486/ERR1263486_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR126/006/ERR1263486/ERR1263486_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR126/006/ERR1263486/ERR1263486_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR1263486/C02.07.14.14_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR1263486/C02.07.14.14_run1_R2.fastq.gz	
PRJEB9853	ERP011001	SAMEA3872596	ERX1335094	ERR1263487	ERA563763	749906	gut metagenome	ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-10-07-2015-17:54:37:257-388	ena-RUN-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-14-02-2016-19:15:21:934-295	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/007/ERR1263487/ERR1263487_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/007/ERR1263487/ERR1263487_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR126/007/ERR1263487/ERR1263487_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR126/007/ERR1263487/ERR1263487_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR1263487/C02.07.21.14_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR1263487/C02.07.21.14_run1_R2.fastq.gz	
PRJEB9853	ERP011001	SAMEA3872341	ERX1335095	ERR1263488	ERA563763	749906	gut metagenome	ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-10-07-2015-17:54:37:257-388	ena-RUN-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-14-02-2016-19:15:21:934-296	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/008/ERR1263488/ERR1263488_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/008/ERR1263488/ERR1263488_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR126/008/ERR1263488/ERR1263488_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR126/008/ERR1263488/ERR1263488_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR1263488/C02.12.05.14_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR1263488/C02.12.05.14_run1_R2.fastq.gz	
PRJEB9853	ERP011001	SAMEA3872208	ERX1335096	ERR1263489	ERA563763	749906	gut metagenome	ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-10-07-2015-17:54:37:257-388	ena-RUN-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-14-02-2016-19:15:21:935-297	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/009/ERR1263489/ERR1263489_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/009/ERR1263489/ERR1263489_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR126/009/ERR1263489/ERR1263489_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR126/009/ERR1263489/ERR1263489_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR1263489/C02.14.02.06_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR1263489/C02.14.02.06_run1_R2.fastq.gz	
PRJEB9853	ERP011001	SAMEA3872376	ERX1335097	ERR1263490	ERA563763	749906	gut metagenome	ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-10-07-2015-17:54:37:257-388	ena-RUN-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-14-02-2016-19:15:21:935-298	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/000/ERR1263490/ERR1263490_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/000/ERR1263490/ERR1263490_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR126/000/ERR1263490/ERR1263490_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR126/000/ERR1263490/ERR1263490_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR1263490/C02.14.02.13_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR1263490/C02.14.02.13_run1_R2.fastq.gz	
PRJEB9853	ERP011001	SAMEA3872511	ERX1335098	ERR1263491	ERA563763	749906	gut metagenome	ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-10-07-2015-17:54:37:257-388	ena-RUN-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-14-02-2016-19:15:21:935-299	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/001/ERR1263491/ERR1263491_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/001/ERR1263491/ERR1263491_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR126/001/ERR1263491/ERR1263491_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR126/001/ERR1263491/ERR1263491_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR1263491/C02.19.05.14_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR1263491/C02.19.05.14_run1_R2.fastq.gz	
